language,cnt,freq
Spring,477,0.5817073170731707
Hibernate,152,0.18536585365853658
React,36,0.04390243902439024
Quarkus,21,0.025609756097560974
Node.js,20,0.024390243902439025
Angular / Angular.js,17,0.020731707317073172
Other,10,0.012195121951219513
jQuery,9,0.01097560975609756
Apache Spark,8,0.00975609756097561
Akka,7,0.00853658536585366
