language,cnt,freq
Pandas,162,0.18642117376294592
NumPy,123,0.14154200230149597
Scikit-learn,74,0.08515535097813579
PyTorch,74,0.08515535097813579
airflow,65,0.07479861910241657
Spark,62,0.0713463751438435
Matplotlib,54,0.06214039125431531
Requests,46,0.05293440736478711
OpenCV,39,0.04487917146144994
SQLAlchemy,36,0.04142692750287687
