"","x"
"",0.0143149284253579
"< 8",0.0173824130879346
"10.x",0.00613496932515337
"11.x",0.381390593047035
"12.x",0.0102249488752556
"13.x",0.0184049079754601
"14.x",0.032719836400818
"15.x",0.0388548057259714
"8.x",0.474437627811861
"9.x",0.00613496932515337
