"","x"
"Backbone",0.0689655172413793
"Next.js",0.0689655172413793
"Redux",0.0574712643678161
"Angular",0.0344827586206897
"Ember.js",0.0344827586206897
"Knockout",0.0344827586206897
"Redux.js",0.0344827586206897
"Ember",0.0229885057471264
"Gatsby",0.0229885057471264
"Jquery",0.0229885057471264
"Node.js",0.0229885057471264
