language,cnt,freq
Go,507,0.17470709855272226
Python,485,0.16712611991729842
Rust,366,0.12611991729841487
JavaScript,312,0.10751206064782909
TypeScript,295,0.1016540317022743
Java,145,0.04996554100620262
Swift,120,0.04135079255685734
C#,118,0.04066161268090972
Dart,106,0.03652653342522398
C++,97,0.033425223983459686
Kotlin,87,0.02997932460372157
Scala,69,0.02377670572019297
DB,26,0.00895933838731909
Haskell,23,0.007925568573397657
Ruby,23,0.007925568573397657
