language,freq2021,freq2022
Backend,0.40474234065031106,0.3703655522310394
Full Stack,0.2242047188637164,0.21178613243137764
Frontend,0.1950933208123019,0.21178613243137764
Mobile,0.09449465899753492,0.08650969168726422
Data Analysis,0.053527409320342764,0.0725900871601405
DevOps,0.02171616386899871,0.04006764667620658
Embedded,0.006221387486794225,0.00689475738259399
