language,freq2021,freq2022
Kotlin,0.3310719131614654,0.337228714524207
Swift,0.32971506105834464,0.3121869782971619
Dart,0.12754409769335143,0.1318864774624374
C#,0.07598371777476255,0.08681135225375626
TypeScript,0.05563093622795115,0.048414023372287146
JavaScript,0.0203527815468114,0.02337228714524207
Python,0.009497964721845319,0.01669449081803005
C++,0.016282225237449117,0.015025041736227046
Java,0.013568521031207599,0.011686143572621035
Go,0.010854816824966078,0.008347245409015025
