"","x"
"0",0.0497668871300011
"1",0.183888105822401
"2",0.15287867288301
"3",0.12414615634826
"4",0.0853301528786729
"5",0.0825111135205465
"6",0.0435866854602624
"7",0.0396834001951643
"8",0.0352379919765803
"9",0.0182153312371246
"10",0.0459720264556001
"11",0.0122519787487802
"12",0.0220101919115255
"13",0.0136614984278434
"14",0.0083486934836821
"15",0.0232028624091944
"16",0.00433698362788681
"17",0.00596335248834436
"18",0.00455383280928114
"19",0.00520438035346417
"20",0.0187574541906104
"21",0.00151794426976038
"22",0.00173479345115472
"23",0.00162636886045755
"24",0.000758972134880191
"25",0.00596335248834436
"26",0.00032527377209151
"27",0.000867396725577361
"28",0.00032527377209151
"29",0.00021684918139434
"30",0.00368643608370378
"31",0.00032527377209151
"33",0.00021684918139434
"34",0.00010842459069717
"35",0.000867396725577361
"36",0.00010842459069717
"37",0.00010842459069717
"38",0.00032527377209151
"39",0.00010842459069717
"40",0.00021684918139434
"41",0.00010842459069717
"42",0.00010842459069717
"48",0.00010842459069717
"50",0.00010842459069717
"52",0.00021684918139434
"56",0.00010842459069717
"90",0.00010842459069717
"99",0.00010842459069717
"100",0.00010842459069717
