"","Python","JavaScript","Go","Java","TypeScript","Kotlin","Rust","C#","Dart","C++","Swift","Haskell","PHP","Scala","Ruby","F#","C","Clojure","Julia","Objective-C"
"2017-01",0.14210142283838,0.181867931411893,0.104523896388179,0.119664356074425,0.0105800802626779,0.0116745713243342,0.0248084640642101,0.0501641736592484,0.00711419190076614,0.0335643925574608,0.0711419190076614,0.0328347318496899,0.0260853703028092,0.0746078073695731,0.0319226559649763,0.00492520977745348,0.00912075884713608,0.0147756293323605,0.00456037942356804,0.0124042320321051
"2018-01",0.159364094610314,0.135905389685925,0.131446297014347,0.0808452888716557,0.0622334238076774,0.074835207444746,0.0407134548274525,0.0397440868553703,0.000581620783249321,0.0352849941837922,0.053702985653354,0.00756107018224118,0.0157037611477317,0.0478867778208608,0.0174486234974796,0.00542846064366033,0.00581620783249321,0.0153160139588988,0.00426521907716169,0.00833656455990694
"2019-01",0.192233009708738,0.138996763754045,0.13495145631068,0.0784789644012945,0.0644012944983819,0.0587378640776699,0.0444983818770227,0.0461165048543689,0.0315533980582524,0.037378640776699,0.0339805825242718,0.0194174757281553,0.0197411003236246,0.0310679611650485,0.0140776699029126,0.00954692556634304,0.00614886731391586,0.00614886731391586,0.00647249190938511,0.00453074433656958
"2020-01",0.205709754163362,0.13116574147502,0.108009516256939,0.0785091197462331,0.0747026169706582,0.0564631245043616,0.0482157018239492,0.0477398889770024,0.0404440919904837,0.0361617763679619,0.0358445678033307,0.0256938937351308,0.0228390166534496,0.0222045995241872,0.0161776367961935,0.00793021411578113,0.00618556701030928,0.00507533703409992,0.00475812846946868,0.00396510705789056
