language,cnt,freq
Працюю в ІТ сфері,6076,0.8959009141846063
Працюю в GameDev,200,0.029489826010026542
Втратив(-ла) роботу в ІТ / DefTech / GameDev / звільнився(-лася) і шукаю нову,163,0.02403420819817163
"Працюю НЕ в ІТ сфері, але робота / спеціалізація дотична до ІТ",149,0.021969920377469775
Працюю в DefTech (MilTech),99,0.014597463874963138
Зараз на бенчі / в неоплачуваній відпустці,33,0.004865821291654379
"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",27,0.003981126511353583
Нині на військовій службі,25,0.003686228251253318
"Працюю в ІТ / GameDev / DefTech, але мені не підходять опції з цього списку (Інше)",10,0.001474491300501327
