language,cnt,freq
TypeScript,608,0.6307053941908713
JavaScript,327,0.3392116182572614
PHP,8,0.008298755186721992
C#,4,0.004149377593360996
DB,3,0.0031120331950207467
Інша,3,0.0031120331950207467
Java,2,0.002074688796680498
Kotlin,2,0.002074688796680498
Swift,2,0.002074688796680498
BrightScript,1,0.001037344398340249
C++,1,0.001037344398340249
Dart,1,0.001037344398340249
Go,1,0.001037344398340249
Python,1,0.001037344398340249
