language,cnt,freq
TypeScript,288,0.3408284023668639
C#,181,0.21420118343195266
JavaScript,131,0.15502958579881657
PHP,97,0.11479289940828402
Java,47,0.05562130177514793
Python,41,0.0485207100591716
Ruby,34,0.040236686390532544
DB,6,0.007100591715976331
Go,5,0.005917159763313609
Apex,4,0.004733727810650888
