Category,freq2025,freq2024
SE,0.6667649660867001,0.6914552736982643
QA,0.12120318490120909,0.13030707610146863
DevOps/SRE,0.049690356826894724,0.0514018691588785
Other,0.05588322028900029,0.04285714285714286
DS/ML/AI,0.047183721616042465,0.04138851802403204
Analyst,0.040548510763786495,0.030173564753004006
Management,0.018726039516366852,0.012416555407209613
