language,cnt,freq
Backend,1541,0.26527801687037356
Frontend,967,0.16646582888621106
Full Stack,935,0.16095713547942847
QA,822,0.1415045618867275
Mobile,427,0.07350662764675503
DevOps,337,0.05801342744017903
DS/ML/AI,320,0.05508693406782579
Analyst,275,0.04734033396453779
Desktop,98,0.01687037355827165
Embedded,87,0.014976760199690136
