language,cnt,freq
Backend,1542,0.3686349509921109
Frontend,968,0.23141286158259622
Full Stack,937,0.2240019125029883
Mobile,428,0.10231890987329667
Other,123,0.029404733444896008
Desktop,98,0.02342816160650251
Embedded,87,0.02079846999760937
