language,cnt,freq
C#,86,0.43434343434343436
C++,49,0.2474747474747475
Python,23,0.11616161616161616
DB,9,0.045454545454545456
TypeScript,9,0.045454545454545456
JavaScript,8,0.04040404040404041
Java,5,0.025252525252525252
Інша,4,0.020202020202020204
Bash / Shell,2,0.010101010101010102
BrightScript,1,0.005050505050505051
