language,cnt,freq
Kotlin,129,0.7288135593220338
Python,13,0.07344632768361582
C#,9,0.05084745762711865
Java,5,0.02824858757062147
DB,4,0.022598870056497175
Swift,4,0.022598870056497175
C++,3,0.01694915254237288
Dart,3,0.01694915254237288
JavaScript,3,0.01694915254237288
TypeScript,2,0.011299435028248588
