language,cnt,freq
Swift,136,0.3177570093457944
Kotlin,135,0.31542056074766356
Dart,84,0.19626168224299065
TypeScript,39,0.0911214953271028
C#,13,0.030373831775700934
JavaScript,13,0.030373831775700934
C++,2,0.004672897196261682
Java,2,0.004672897196261682
Objective-C,2,0.004672897196261682
Python,2,0.004672897196261682
