language,cnt,freq
TypeScript,84,0.18791946308724833
Dart,81,0.18120805369127516
C#,80,0.1789709172259508
JavaScript,52,0.116331096196868
Python,37,0.08277404921700224
Java,30,0.06711409395973154
DB,23,0.05145413870246085
Kotlin,22,0.049217002237136466
PHP,10,0.02237136465324385
C++,8,0.017897091722595078
