language,cnt,freq
Swift,139,0.7239583333333334
TypeScript,8,0.041666666666666664
DB,7,0.036458333333333336
C#,6,0.03125
Java,6,0.03125
Python,6,0.03125
JavaScript,5,0.026041666666666668
PHP,5,0.026041666666666668
Dart,3,0.015625
Objective-C,2,0.010416666666666666
