language,cnt,freq
TypeScript,986,0.49473156046161565
JavaScript,507,0.25439036628198697
Python,116,0.05820371299548419
Go,75,0.03763171098845961
C#,58,0.029101856497742096
Rust,41,0.020572002007024585
Java,35,0.017561465127947817
DB,25,0.012543903662819869
Dart,25,0.012543903662819869
Swift,21,0.010536879076768691
