language,cnt,freq
Web,6224,0.5667971951552682
Desktop,1178,0.10727620435297332
Mobile Android,896,0.08159548310718513
Mobile cross-platform,849,0.07731536289955378
Mobile iOS,789,0.07185137965576906
Інша,654,0.05955741735725344
Microcontrollers / Embedded / IoT,307,0.02795738093069848
Mobile other,84,0.007649576541298607
