"","x"
"0",0.0475786924939467
"1",0.176876513317191
"2",0.156416464891041
"3",0.13365617433414
"4",0.0780871670702179
"5",0.0811138014527845
"6",0.0525423728813559
"7",0.0429782082324455
"8",0.0389830508474576
"9",0.0159806295399516
"10",0.0475786924939467
"11",0.0151331719128329
"12",0.0214285714285714
"13",0.00980629539951574
"14",0.0076271186440678
"15",0.0245762711864407
"16",0.00520581113801453
"17",0.00665859564164649
"18",0.00556900726392252
"19",0.00387409200968523
"20",0.0123486682808717
"21",0.00169491525423729
"22",0.00217917675544794
"23",0.00181598062953995
"24",0.000484261501210654
"25",0.00411622276029056
"26",0.000484261501210654
"27",0.000605326876513317
"28",0.00036319612590799
"30",0.0013317191283293
"31",0.000121065375302663
"32",0.000121065375302663
"33",0.000242130750605327
"34",0.000121065375302663
"35",0.00108958837772397
"37",0.000242130750605327
"38",0.000242130750605327
"40",0.000121065375302663
"41",0.000121065375302663
"42",0.000121065375302663
"46",0.000121065375302663
"52",0.000121065375302663
"100",0.000121065375302663
