"","Python","JavaScript","Go","Java","TypeScript","Kotlin","C#","Rust","C++","Swift","Dart","Scala","PHP","Haskell","Ruby","F#","Julia","Clojure","C","Elixir"
"2017-01",0.142283105022831,0.182100456621005,0.104657534246575,0.119817351598174,0.0105936073059361,0.011689497716895,0.0502283105022831,0.0248401826484018,0.0336073059360731,0.0712328767123288,0.00712328767123288,0.074703196347032,0.0261187214611872,0.0328767123287671,0.0319634703196347,0.00493150684931507,0.0045662100456621,0.0147945205479452,0.0091324200913242,0.00584474885844749
"2018-01",0.159364094610314,0.135905389685925,0.131446297014347,0.0808452888716557,0.0622334238076774,0.074835207444746,0.0397440868553703,0.0407134548274525,0.0352849941837922,0.053702985653354,0.000581620783249321,0.0478867778208608,0.0157037611477317,0.00756107018224118,0.0174486234974796,0.00542846064366033,0.00426521907716169,0.0153160139588988,0.00581620783249321,0.00523458704924389
"2019-01",0.192201909076201,0.138974276007119,0.134929623038343,0.0784662675942404,0.0643908752629024,0.0587283611066171,0.0461090438440382,0.0444911826565281,0.0373725934314836,0.0339750849377123,0.0315482931564472,0.0310629348001941,0.0197379064876234,0.0194143342501213,0.014075392331338,0.00954538100630966,0.00647144475004045,0.00614787251253842,0.00614787251253842,0.00485358356253033
