"","x"
"BackEnd",0.397555632422461
"FullStack",0.220338983050847
"FrontEnd",0.191629194050502
"Mobile",0.092816787732042
"DataDev",0.0529228640608786
"DevOps",0.021330566124755
"Embedded",0.00956992966678197
"GameDev",0.00392021215265767
"Desktop",0.00299780929320881
